EMERALD;1;031121-010372;GARTLAN
RESULT
DATE;07/08/2023
TIME;13:18:47
MODE;NORMAL
UNIT;2
SEQ;19;0
SID;00015
PID;
ID;Varelias_Lab
TYPE;MOUSE
TEST;LMG
OPERATOR;GARTLAN
WBC;9.5  ;*;H;0.0  ;0.0  ;0.0  ;0.0  
RBC;0.03 ;;H;0.00 ;0.00 ;0.00 ;0.00 
HGB;0  ;;;0  ;0  ;0  ;0  
HCT;-----;*;;0.000;0.000;0.000;0.000
MCV;-----;*;;0.0  ;0.0  ;0.0  ;0.0  
MCH;-----;*;;0.0  ;0.0  ;0.0  ;0.0  
MCHC;-----;*;;0    ;0    ;0    ;0    
RDW;-----;*;;0.0  ;0.0  ;0.0  ;0.0  
PLT;34   ;;H;0    ;0    ;0    ;0    
MPV;6.3  ;;H;0.0  ;0.0  ;0.0  ;0.0  
LYM%;68.9;*;H;0.0 ;0.0 ;0.0 ;0.0 
MID%;10.9;*;H;0.0 ;0.0 ;0.0 ;0.0 
GRA%;20.2;*;H;0.0 ;0.0 ;0.0 ;0.0 
LYM;6.5  ;*;H;0.0  ;0.0  ;0.0  ;0.0  
MID;1.0  ;*;H;0.0  ;0.0  ;0.0  ;0.0  
GRA;1.9  ;*;H;0.0  ;0.0  ;0.0  ;0.0  
WBC CURVE;0;0;0;0;10;44;104;166;209;232;240;241;237;231;224;212;195;176;157;139;126;117;107;95;83;73;64;56;50;47;43;38;35;34;33;30;27;25;23;22;21;20;20;20;19;18;16;14;12;12;13;14;12;11;11;12;11;9;8;8;8;8;8;8;8;9;10;11;11;10;8;7;6;6;6;5;4;4;5;6;6;5;5;5;5;5;5;5;4;4;5;5;5;5;4;4;4;3;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;1;1;1;0;0;
WBC THRESHOLDS;25;37;0;
RBC CURVE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RBC THRESHOLDS;32;55
PLT CURVE;0;0;0;0;7;13;20;28;36;43;46;48;49;49;47;45;43;40;37;34;31;29;27;25;24;23;22;21;20;19;17;16;15;14;14;14;14;13;13;13;13;12;12;12;11;10;9;8;7;7;6;6;6;6;6;7;7;7;7;7;6;6;5;5;4;4;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
PLT THRESHOLDS;55
ALARMS;L1;L5;
INTERPRETIVE_WBC;LEU>;LYM>;GRA>;
INTERPRETIVE_RBC;NO_INTERPRETATION;
INTERPRETIVE_PLT;THR>;GIANTP;PLTAGGR;
END_RESULT;55865
